TOWN,wanted,POINT_X,POINT_Y,NOFBI_Stru
Gongoni,2,40.1333190821,-3.00345555921,
Ngao,2,40.205115729,-2.38005069487,
Mambrui,2,40.1618807779,-3.09041515755,
Abak Dela,2,39.8702436869,-0.498344706717,
Hola,2,39.9921563698,-1.48453471213,Sagem (OFC Terminals)
Bura,2,39.9281425111,-1.07619901393,
Girifio,2,39.7338364977,1.98808949673,
Laga Bogal,2,39.7528193961,1.22606150841,
Wajir,2,40.057254745,1.74622822523,County Headquaters
Kioini,2,40.5230804449,-2.48933351284,
Mkunumbi,2,40.6927702826,-2.27159940227,
Mpeketoni,2,40.6913184085,-2.35169659218,
Majengo,2,40.7299955907,-1.87456069472,
Kiongwe,2,40.7788922038,-2.34863955589,
Mokowe,2,40.8422922728,-2.20040010553,
Hindi,2,40.8132923787,-2.14311035082,
Dadaab,2,40.2924925332,0.0725053908764,
Hagadera,2,40.3612509267,0.0259029369202,
Liboi,2,40.8518070033,0.364614561829,
Moyale,2,39.0548625937,3.51256971925,Sagem (OFC Terminals)
Kara Arba,0,39.3036003063,3.3948014813,
Dabei,2,39.2674507354,3.07968421549,
Buna,0,39.4941634315,2.78140178669,
El Danube,2,39.7887721521,3.32932270375,
Warsesa,2,39.9765051762,3.65179049177,
Beloble,2,40.0142338421,3.23888482297,
Derkali,2,40.2681105343,3.85689447798,
Banissa,2,40.3498783417,3.8992351658,
Kotulo,2,40.6337052189,2.44089038338,
War Gedud,2,40.8651671903,3.18170639812,Sagem (OFC Terminals)
Malka Mari,2,40.7628956497,4.25869231539,
Lamu,2,40.8911688989,-2.23262781281,County Headquaters
Manda Island,2,40.9484261484,-2.22986924494,
Gari,2,40.9613693026,3.42326910601,
El Wak,2,40.9282574072,2.81219463849,Sagem (OFC Terminals)
Lefy,0,41.230958371,3.11605657212,
Kamu,0,41.2203323188,3.92335971617,
Mandera,0,41.866247983,3.92871156053,County Headquaters
Diani,0,0,0,Sagem (OFC Terminals)
Milhoi,0,0,0,Sagem (OFC Terminals)
Wote,0,0,0,County Headquaters
Kitui,0,0,0,County Headquaters
El Dera,0,0,0,Sagem (OFC Terminals)
Maganya,0,0,0,Sagem (OFC Terminals)
Kirua,0,0,0,ZTE (OFC Joint)
Kapenguria,0,0,0,County Headquaters
Longonot,0,0,0,TLK (OFC Terminals)
Nyamira,0,0,0,County Headquaters
Mumias,0,0,0,ZTE (OFC Terminals)
Ol Kalou,0,0,0,County Headquaters
Kilimambogo,0,0,0,ZTE (OFC Joint)
Isbania,0,0,0,ZTE (OFC Terminals)
