TOWN,wanted,POINT_X,POINT_Y,NOFBI_Stru
Ndindika,0,36.3096980328,0.411307659107,
Sipili,0,36.3622580169,0.396183415286,
Ngarua,0,36.3086994808,0.278273001301,
Ndaragwa,0,36.5214934574,-0.0575525835786,
Magomano,0,36.4869743173,-0.327523923196,
North Kinangop,0,36.5730865526,-0.604756785957,
Kijabe,0,36.5745305392,-0.924015258008,
Ewaso Kedong,0,36.4793023523,-1.12901711135,
Kamae,0,36.6296871135,-0.840012252325,
Njabini,0,36.6520943423,-0.719750842502,
Gatarakwa,0,36.7212720233,-0.224048387909,
Kamondo,0,36.7310493511,-1.09967103498,
Uplands,0,36.6372843138,-1.03241523107,
Tigoni,0,36.6610107513,-1.11871241846,
Rironi,0,36.6292941331,-1.14909280623,
Limuru,0,36.6251934808,-1.10256386048,
Kikuyu,0,36.6538772095,-1.23329906368,
Lusigeti,0,36.6066346989,-1.27044517159,
Ngong,0,36.6472619721,-1.35199782153,
Wangige,0,36.7059048453,-1.2038598368,
Kiserian,0,36.6805832868,-1.41911181188,
Sukuta Magie,0,36.5825776991,0.710397929139,
Rumuruti,0,36.526584492,0.258768869218,
Poro,2,36.6116815749,1.24175919777,
Maralal,2,36.6986623591,1.09703062186,County Headquaters
Sukuta Lol Marmar,0,36.6746715509,0.82973107209,
Kajiado,0,36.7893167026,-1.83154555193,County Headquaters
Namanga,0,36.7907697326,-2.5286591795,TLK (OFC Terminals)
Kiu,0,37.1567850395,-1.88134221652,
Konza,2,37.1300306162,-1.72344180484,
Selengei,0,37.1699909928,-2.16340028736,
Salama,2,37.2498833127,-1.83939234483,
Kiganjo,0,36.8072756217,-0.967037263405,
Kinyona,0,36.8031006606,-0.752774551897,
Konyu,0,36.8614998783,-0.5204585842,
Kanjora,0,36.8751932268,-0.392324643371,
Endarasha,0,36.7864414951,-0.303384758681,
Lomuria,0,36.8600400353,-0.139347466405,
Ngobit,0,36.7749275901,-0.0511455652822,
Kiambu,0,36.8283662897,-1.15688531259,County Headquaters
Ndumberi,0,36.7986290504,-1.13736266937,
Kimathi,0,36.8397780496,-1.08877269159,
Githunguri,0,36.7796281783,-1.04702646899,
Ikinu,0,36.7904765179,-1.09017072681,
Nairobi,0,36.8802049801,-1.28967778636,County Headquaters
Karuri,0,36.7403022629,-1.15729332344,
Ndenderu,0,36.7335781385,-1.18562227423,
Ongata Rongai,0,36.7523054449,-1.38386319808,
Gatanga,0,36.959392806,-0.926093518789,
Kandara,0,36.9844989072,-0.87894349288,
Kigumo,0,36.9670854144,-0.79150166755,
Kangema,0,36.9659621315,-0.67578699081,
Othaya,0,36.9397493316,-0.540727294049,
Nyeri,2,36.946263959,-0.419961500261,County Headquaters
Kiganjo,2,36.9990785205,-0.387655728392,
Mweiga,0,36.8957994374,-0.322122623224,
Naro Moru,2,37.014671384,-0.167668521021,
Juja,0,37.0086178699,-1.10006406545,
Ruiru,0,36.9600377849,-1.13921613394,
Nembu,0,36.8978142172,-1.04354135908,
Dandora,2,36.9372560356,-1.24239495436,
Kasarani,0,36.9108886812,-1.21545641537,
Athi River,2,36.9737225274,-1.43962806061,TLK (OFC Terminals)
Baragoi,2,36.7914897065,1.78639247533,
Lesirikan,2,36.9799475167,1.79486322142,
Lodungokwe,0,36.9931964113,0.868282429201,
Maragua,0,37.129400403,-0.790646933385,
Kabati,2,37.1094568881,-0.943959809414,
Muranga,0,37.1595238776,-0.714615178468,County Headquaters
Karatina,0,37.1173800749,-0.471844456529,
Mathira,0,37.1357495281,-0.36832745877,
Kangai,0,37.1692159675,-0.481700945524,
Mukurweini,0,37.041835322,-0.553214654321,
Nanyuki,2,37.0674893139,0.019319217107,County Headquaters
Thika,0,37.0598724453,-1.03394790198,TLK (OFC Terminals)
Makuyu,0,37.186287711,-0.889421703126,
Kagio,0,37.2510623814,-0.617991850029,
Kutus,0,37.3167295967,-0.55813470123,
Sagana,2,37.2065789271,-0.656299744096,ZTE (OFC Joint)
Kerugoya,0,37.2429330589,-0.470686840599,County Headquaters
Njiku,0,37.3057488498,-0.399842365726,
Baricho,0,37.2339572295,-0.544484267288,
Timau,0,37.2310441098,0.0917290890945,
Machakos,2,37.2588345401,-1.50680931065,County Headquaters
Ngelani,0,37.227648036,-1.40777145141,
Ngoleni,0,37.2843236375,-1.38141253559,
Tala,0,37.3145516405,-1.25402781802,
Ol Doinyo Sabuk,0,37.2597051074,-1.09836972176,
Dol Dol,0,37.1522226352,0.393540238673,
Barsalinga,2,37.0930565772,0.792176935494,
Longopito,0,37.1092280947,0.709611072473,
Illaut,2,37.2791824933,1.87069587242,
Wamba,0,37.3213710147,0.98577954526,
Emali,2,37.4745471872,-2.07412513373,
Sultan Hamud,2,37.3704732078,-2.00760449211,TLK (OFC Terminals)
Kilome,0,37.3456655181,-1.79137971223,
Nunguni,2,37.3618436142,-1.77720030806,
Kasikeu,0,37.3843835362,-1.93351398426,
Kola,0,37.3421505007,-1.68776243815,
Mukuyuni,2,37.4522485615,-1.73274145709,
Kilala,0,37.5505189632,-1.74968782328,
Makueni,2,37.6140058027,-1.79578809777,
Matiliku,0,37.5278403123,-1.92792618475,
Mwanyani,0,37.5092863956,-2.01234640679,
Salama,2,37.5857661063,-2.14266728494,
Oloitokitok,2,37.5021984849,-2.90262686467,
Rombo,2,37.7004484094,-3.0319843801,
Chumbini,2,37.7240928627,-3.19885753686,
Kiboko,2,37.6952384565,-2.18837242764,
Taveta,2,37.6723912082,-3.37685148778,NOFBI II (OFC Terminals)
Makindu,2,37.8259535858,-2.26380597051,
Ziwani,2,37.7906515919,-3.36064897572,
Embu,2,37.4462275946,-0.523915772133,County Headquaters
Kianyaga,0,37.3445148157,-0.489727064043,
Kisima,0,37.4060355826,0.117359769641,
Murubara,0,37.3596490011,-0.65220835856,
Kikima,0,37.4446962549,-1.64986541072,
Masii,0,37.4322454854,-1.44928774054,
Tawa,0,37.4539621317,-1.53551550247,
Jiani,0,37.3904011263,-1.45406100915,
Kangundo,0,37.3307921121,-1.28770691616,TLK (OFC Terminals)
Kabaa,0,37.44480422,-1.2289437215,
Mwala,0,37.444247518,-1.33070118793,
Kivani,0,37.3875724204,-1.35166217612,
Kithimani,2,37.4374602751,-1.16593185485,
Masinga,2,37.602717647,-0.958590954946,
Gachoka,2,37.5348390795,-0.621472259501,
Runyenjes,2,37.5588660194,-0.401990005433,
Chogoria,2,37.6165683009,-0.223427482301,
Wamunyu,2,37.5574823772,-1.39310938181,
Miu,0,37.5713427142,-1.50468244496,
Serolevi,2,37.5988923925,1.13857225177,
Isiolo,2,37.5712358497,0.357394312802,County Headquaters
Serolevi,2,37.5988923925,1.13857225177,
Siakago,2,37.6324773979,-0.569570351531,
Chuka,2,37.6323404425,-0.32020847204,County Headquaters
Igoji,2,37.6584483766,-0.179520732447,
Nkubu,2,37.6536362169,-0.0569390022754,
Meru,2,37.6444705826,0.0543117350799,County Headquaters
Ruira,0,37.6449073026,0.15891212171,
Kianjai,0,37.7435701582,0.175593569241,
Giaki,0,37.7593244852,0.0436198511543,
Kangonde,0,37.6704632731,-1.05617800174,ZTE (OFC Joint)
Katangi,0,37.6816549788,-1.38877399552,
Kiambere,2,37.7909741676,-0.682847183135,
Ishiara,0,37.7822584093,-0.440418563252,
Mutungau,0,37.775699284,-0.0941480776503,
Mutuati,0,37.8235820311,0.131335365108,
Yatta,0,37.8289655544,-1.45413582323,
Archer's Post,2,37.6587072484,0.640538614893,
Laisamis,2,37.7992693388,1.60714479654,Sagem (OFC Terminals)
Kangeta,0,37.8728253254,0.289965457952,
Laisamis,2,37.7992693388,1.60714479654,Sagem (OFC Terminals)
Ngwata,2,38.057576782,-2.5011062962,
Kibwezi,2,37.9606739263,-2.39005684722,
Murka,2,37.9370193813,-3.39315010554,
Mtito Andei,2,38.1680315307,-2.67117328705,TLK (OFC Terminals)
Darajani,2,38.1165808285,-2.56399978694,
Ikutha,2,38.1717009744,-2.04525931414,
Mutomo,2,38.2041442611,-1.82783303454,
Maktau,2,38.1355552724,-3.38297633167,
Wundanyi,2,38.3655392596,-3.37106541195,County Headquaters
Kanziku,0,38.3497435988,-1.95546013925,
Muthue,0,38.2597831084,-1.91558227167,
Bura,2,38.3151188515,-3.46629679578,
Mwatate,2,38.3838354232,-3.47527028336,
Mwakinyungu,2,38.4161033685,-3.39477079074,
Manyani,2,38.4915769079,-3.06670414942,
Ndi,2,38.5024987606,-3.21375204793,
Ndome,2,38.4872229468,-3.27584515423,
Tsavo,2,38.4689053245,-2.96622501457,
Mutha,0,38.4235192834,-1.77711761397,
Mwingi,2,38.0572131599,-0.916117029797,TLK (OFC Terminals)
Ishiara,0,38.0202552031,-0.300493769838,
Kathithine,0,37.9772900685,0.0674309869743,
Migwani,0,38.0122112409,-1.07837658492,
Tulia,0,37.9683058016,-1.1650364199,
Kyuso,0,38.2137260667,-0.526885290798,
Kandwia,0,38.1088816918,-0.593209846269,
Katse,0,38.075832762,-0.485015661132,
Mutitu,0,38.1837126144,-1.20753327369,
Ikoo,0,38.1609515504,-1.16086880326,
Mui,0,38.2098995118,-1.09958090644,
Kom,2,38.0375728302,1.08805768381,
Maua,2,37.9287221711,0.242327970814,
Lare,0,37.9241085198,0.346735029667,
Mutuati,0,37.9694230019,0.393191496552,
Kom,2,38.0375728302,1.08805768381,
Kula Mawe,0,38.172427721,0.588946335325,
Nguni,2,38.3131195593,-0.778606609751,
Sombe,0,38.2280291239,-1.43015220799,
Nuu,0,38.3535481778,-1.04722034913,
Voo,0,38.3169278843,-1.64716805317,
Loyangalani,2,36.7069830191,2.7582829121,
South Horr,2,36.9137985779,2.10453151741,
Sabarei,0,36.9113641984,4.32474260104,
North Horr,2,37.081118945,3.31825905323,
Kalacha Goda,2,37.4489471549,3.13323450042,
Marsabit,2,37.9887036643,2.34573085095,County Headquaters
Rukanga,2,38.6476121983,-3.78898886565,
Voi,2,38.5714125991,-3.36371376094,TLK (OFC Terminals)
Irima,2,38.5328830743,-3.33415823521,
Maungu,2,38.7540973243,-3.53020460907,
Bachuma,2,38.9252229745,-3.63580497757,
Lunga Lunga,0,39.1231304347,-4.52701948445,Sagem (OFC Terminals)
Mackinnon Road,2,39.041498184,-3.70089467926,
Kathungu,2,38.6465906449,-0.769894126687,
Endau,0,38.5161530305,-1.29661381615,
Mbalambala,2,39.0422722818,-0.0345769745077,
Bangali,2,39.0576075095,-0.67929342034,
Sericho,2,39.083288204,1.13400788237,
Vanga,0,39.2229306408,-4.62754413847,
Mrima,0,39.2710032556,-4.46749007418,
Mwangulu,0,39.1280584488,-4.38217253064,
Mwereni,0,39.1388174039,-4.29420296628,
Ndavaya,0,39.1624100394,-4.22395005168,
Banga,0,39.2369614587,-4.06557168474,
Kinangoni,2,39.2280853552,-3.84034862408,
Samburu,2,39.2651374264,-3.76310962471,
Kikoneni,0,39.3147896266,-4.41494623109,
Kinango,0,39.3135782249,-4.10453381903,
Ramisi,0,39.3982835442,-4.4952655487,
Shimba Hills,0,39.4158164882,-4.33037200896,
Sialoni,2,39.2828970517,-3.58896357646,
Sala Gate,2,39.182355651,-3.04784743351,
Msambweni,0,39.4809661644,-4.42439444498,
Kisima Chande,0,39.4811794825,-4.44649992971,
Gazi,0,39.5011456574,-4.38472227489,
Majimboni,0,39.4343339396,-4.28176648875,
Kwale,0,39.4555717397,-4.14870087704,County Headquaters
Mwambala,0,39.4267959625,-4.03474051827,
Mariakani,2,39.4754059691,-3.82968412952,
Mazeras,2,39.5502788018,-3.93306105994,TLK (OFC Terminals)
Tiwi,0,39.5714002809,-4.20754831338,
Ngombeni,0,39.6211420303,-4.09831292116,
Likoni,0,39.6612672047,-4.04846663169,
Mombasa,0,39.6627142298,-4.02426781399,County Headquaters
Bamba,2,39.5184088944,-3.51002063893,
Luswani,2,39.5684121119,-3.44186356809,
Ganze,2,39.6923440627,-3.50813841927,
Vitengeni,2,39.7099205413,-3.33004832024,
Mado Gashi,2,39.1563282554,0.733393906396,
Dujis,2,39.3532274087,0.295494024454,
Tula,2,39.6848249457,-0.829181774988,
Garissa,2,39.6290650492,-0.443616108572,County Headquaters
Madogo,2,39.571711439,-0.464514724847,
Bilifti,2,39.6987609043,-0.359845048847,
Habaswein,2,39.4628027988,1.00592882397,Sagem (OFC Terminals)
Shimo La Tewa,2,39.741380928,-3.91800789278,
Gongoni,2,39.7650915916,-3.79043435941,
Dindiri,2,39.7675648865,-3.70948587715,
Mitangoni,2,39.7713051947,-3.65630360135,
Kibaoni,2,39.8252632653,-3.67844646711,
Jambuni,2,39.7396618117,-3.59501735276,
Takaungu,2,39.862920107,-3.64601128163,
Kilifi,2,39.8640516291,-3.5954880559,County Headquaters
Mtondia,2,39.8722313953,-3.52601912268,
Kakoneni,2,39.8610985672,-3.14096564603,
Garashi,2,39.8884891442,-3.10166802668,
Marafa,2,39.9604384919,-2.99806155018,
Fundisha Kibaoni,2,40.1472002979,-2.91155863036,
Garsen,2,40.1210698959,-2.2437202936,County Headquaters
Tulu,2,40.0973780638,-2.25567005358,
Gedi,2,40.0087350713,-3.26748410442,
Malindi,2,40.114719447,-3.18339859369,Sagem (OFC Terminals)
Marikebuni,2,40.1099881599,-3.05981594266,
